Experiment,Condition,Labeling Protocol,Labeling Target,RMS,Normalized RMS,D,Normalized D
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.16814458,0.874393229,2.554249558,0.964628205
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.16393752,0.852515481,2.534663597,0.957231446
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.13316764,0.692504527,2.364253391,0.892874973
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.1616298,0.840514769,2.523585968,0.95304791
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15872483,0.825408209,2.509283199,0.947646381
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.16257375,0.845423541,2.528146979,0.954770404
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15451229,0.803501964,2.48782151,0.93954124
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.16518135,0.858983704,2.540534027,0.95944845
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.1650677,0.858392696,2.54000048,0.959246952
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15504554,0.806274995,2.490586497,0.940585455
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15415424,0.801640016,2.485956979,0.938837089
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.14942454,0.777044411,2.460711067,0.929302813
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.14899306,0.774800608,2.458349521,0.928410961
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15719236,0.817438988,2.501575849,0.944735652
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15977398,0.830864048,2.514494985,0.949614644
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.17454009,0.907651457,2.582638244,0.975349369
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15105699,0.785533553,2.469556056,0.932643179
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.14524662,0.755318198,2.437416079,0.920505316
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.20252159,1.053162148,2.690227184,1.015981
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.1765355,0.91802808,2.591176256,0.978573802
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.17771044,0.924138057,2.596135712,0.980446771
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.22496936,1.169896081,2.76082437,1.042642466
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.16946632,0.881266603,2.560249129,0.96689398
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15251136,0.793096635,2.477318668,0.935574777
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.17974244,0.934704958,2.604596595,0.983642076
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.1778212,0.924714037,2.596600673,0.980622367
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.16898537,0.878765544,2.558074268,0.966072631
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.14482714,0.753136798,2.435023135,0.919601606
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.12909259,0.671313263,2.337497288,0.882770365
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.17817561,0.926557056,2.598085512,0.981183125
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.15348838,0.79817738,2.482472378,0.937521108
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.16364303,0.850984061,2.533263588,0.956702723
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.14971851,0.778573127,2.462314294,0.929908282
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.14664038,0.762566093,2.445294934,0.923480815
CRISPR-Sirius Comparison,PR1-PP7,CRISPR-Sirius,PR1,0.14736329,0.766325403,2.449338598,0.92500793
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17586726,0.914553067,2.585063021,0.976265101
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18617705,0.968166515,2.627622096,0.9923378
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15545823,0.808421085,2.488243273,0.939700522
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17315494,0.900448335,2.573223455,0.971793815
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16747253,0.870898404,2.54747146,0.962068414
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14250241,0.74104763,2.416022849,0.91242603
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17181312,0.893470541,2.567260725,0.969541953
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14661649,0.762441859,2.4399868,0.921476165
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16966954,0.882323397,2.557585424,0.965888016
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15037732,0.781999101,2.461031093,0.929423673
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16388863,0.852261241,2.530521251,0.955667063
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.176827,0.919543952,2.589185656,0.97782204
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1711148,0.889839105,2.564129231,0.968359325
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.19111678,0.993854327,2.64673263,0.999555012
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16339056,0.849671155,2.52811925,0.954759932
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16396199,0.852642731,2.530874057,0.955800302
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1472122,0.765539698,2.443373514,0.922755179
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17573729,0.913877191,2.584502075,0.976053256
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.19147082,0.995695423,2.648071616,1.000060688
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18297292,0.95150425,2.614793602,0.987493039
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15547371,0.808501585,2.488324126,0.939731057
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.19527596,1.015483088,2.662210601,1.005400363
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16746499,0.870859194,2.547436396,0.962055172
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.13849525,0.720209411,2.391674107,0.903230577
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.21251632,1.105137206,2.721160916,1.027663316
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15784714,0.820844005,2.500577661,0.94435868
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14079294,0.732157965,2.405758089,0.90854948
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1737962,0.903783045,2.576048135,0.972860573
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17759377,0.923531345,2.592454813,0.979056657
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16111153,0.837819637,2.51697661,0.950551845
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.12902682,0.670971243,2.330023633,0.879947892
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15600115,0.811244403,2.491071709,0.940768698
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1762242,0.916409243,2.5866003,0.976845664
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14570718,0.757713223,2.43477746,0.919508826
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1782509,0.926948583,2.595239335,0.980108249
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16733569,0.870186802,2.546834716,0.961827944
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15188079,0.789817516,2.469225577,0.932518371
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17908682,0.931295572,2.598758763,0.981437383
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16871777,0.877373959,2.553228948,0.964242766
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17035066,0.885865389,2.560680017,0.967056708
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18480155,0.961013576,2.622157505,0.990274063
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18806444,0.977981408,2.635017956,0.995130892
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14931841,0.776492509,2.455185798,0.927216161
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18586987,0.966569103,2.626407226,0.991878997
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14818221,0.770583989,2.44884471,0.92482141
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14427163,0.75024801,2.426453744,0.916365323
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.19446999,1.011291845,2.659253352,1.00428354
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18876079,0.981602599,2.637717136,0.996150254
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14083329,0.732367795,2.406002472,0.908641773
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17582947,0.91435655,2.584899986,0.97620353
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16942167,0.881034412,2.556454502,0.965460916
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15979259,0.830960824,2.510413125,0.948073104
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17635618,0.917095572,2.587167508,0.977059873
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18822661,0.978824732,2.635647968,0.99536882
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17312817,0.900309125,2.573105188,0.971749151
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18828054,0.979105181,2.63585729,0.995447872
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16867293,0.87714078,2.553022769,0.964164901
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14755663,0.767330819,2.445322355,0.923491171
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14130072,0.734798546,2.408826146,0.909708151
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18854581,0.98048465,2.636885519,0.995836189
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18037798,0.938009922,2.604145483,0.983471711
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.19244923,1.000783396,2.651750754,1.001450137
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17233436,0.896181117,2.56958544,0.970419896
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18319254,0.952646328,2.615684054,0.987829324
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1760571,0.915540282,2.585881223,0.9765741
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1414713,0.735685604,2.409853226,0.910096034
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18233573,0.948190705,2.61220069,0.98651381
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.14159179,0.736312182,2.410577626,0.910369608
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18330681,0.95324056,2.616146707,0.988004048
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1254195,0.65221229,2.304916767,0.870466129
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18308438,0.952083869,2.615245725,0.987663786
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16566592,0.861503587,2.538998985,0.958868732
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17689013,0.919872243,2.589455634,0.977923998
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.19388865,1.008268734,2.657108005,1.003473336
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.21073286,1.095862775,2.715420149,1.02549528
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1780525,0.925916854,2.594400297,0.979791381
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15244043,0.792727782,2.472244878,0.933658629
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.17417043,0.905729134,2.577689216,0.973480338
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.168015,0.873719381,2.549987752,0.963018708
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15120392,0.786297625,2.465551463,0.931130819
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1783154,0.927283998,2.595511798,0.980211146
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.18693177,0.972091245,2.630593623,0.993460015
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1730465,0.899884421,2.572744206,0.971612824
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1767994,0.919400425,2.589067578,0.977777447
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1355789,0.705043673,2.373315792,0.896297445
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.1461467,0.759998835,2.43730146,0.92046203
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.16520546,0.859109082,2.536816392,0.958044462
CRISPR-Sirius Comparison,CR1-MS2,CRISPR-Sirius,CR1,0.15620485,0.812303693,2.492129065,0.941168015
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16047524,0.834510772,2.513820667,0.949359984
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1507142,0.78375096,2.462877838,0.930121108
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16341376,0.8497918,2.528231394,0.954802284
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.18685731,0.971704034,2.630301294,0.993349616
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1681495,0.874418815,2.550609693,0.963253588
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.12109543,0.629726061,2.273614456,0.858644616
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.116827995,0.607534348,2.241407028,0.846481281
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17734766,0.922251512,2.591407875,0.978661274
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14252901,0.741185956,2.416181119,0.912485802
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17288038,0.899020556,2.572009147,0.971335224
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1633164,0.849285504,2.527760605,0.954624488
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.13432653,0.69853104,2.365263299,0.893256371
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.12579186,0.654148654,2.307550655,0.871460833
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16693535,0.868104936,2.544967193,0.961122662
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.12682761,0.659534809,2.314825976,0.874208403
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.12984714,0.675237109,2.335604486,0.882055536
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15441142,0.802977415,2.482747243,0.937624912
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1298871,0.675444911,2.335875138,0.88215775
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.18323487,0.952866454,2.615855491,0.987894068
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16935693,0.880697748,2.556158701,0.965349205
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16274525,0.846315384,2.524989713,0.953578043
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16207966,0.842854152,2.521740871,0.952351098
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17377056,0.903649711,2.5759355,0.972818036
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16532166,0.85971335,2.537368085,0.958252812
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15365438,0.799040621,2.478737377,0.936110561
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.13968548,0.7263989,2.399011078,0.906001429
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16468899,0.85642331,2.534356883,0.957115613
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17565174,0.91343231,2.584132498,0.975913683
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1662509,0.864545627,2.541758114,0.959910734
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16149956,0.839837489,2.51889168,0.951275083
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17707777,0.920848018,2.590257213,0.97822672
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15611339,0.811828078,2.491654579,0.940988823
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.19217034,0.999333099,2.650705187,1.001055272
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1747914,0.90895833,2.580400434,0.974504246
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17058419,0.887079802,2.561736656,0.967455754
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15749513,0.819013466,2.498778119,0.943679072
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16853826,0.876440462,2.552403032,0.963930853
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.18204275,0.946667136,2.611003748,0.986061778
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1713793,0.89121457,2.565317638,0.968808134
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15181328,0.789466447,2.468860228,0.932380395
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14281549,0.742675723,2.417882847,0.91312847
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1803308,0.937764575,2.603949694,0.98339777
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1487362,0.773464873,2.451945525,0.925992452
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14222866,0.739624062,2.414391446,0.911809921
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1824497,0.948783377,2.612665498,0.986689348
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15621653,0.812364432,2.49218963,0.941190888
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16342351,0.849842503,2.528278516,0.95482008
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.20158981,1.048316663,2.684723214,1.013902392
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.13183877,0.685594075,2.3489594,0.887099102
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16424479,0.854113361,2.532231766,0.956313049
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16084997,0.836459461,2.515681644,0.950062793
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17845038,0.927985928,2.596081495,0.980426296
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.20377946,1.059703382,2.692272789,1.016753535
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15415473,0.801642564,2.481390945,0.937112698
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14034298,0.729818062,2.403026008,0.907517693
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15610841,0.811802181,2.491628731,0.940979061
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1335211,0.694342606,2.360030017,0.89127999
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.19949454,1.037420743,2.677377295,1.01112816
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17615473,0.916047982,2.586301478,0.976732812
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16436353,0.854730838,2.532800726,0.956527921
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17446148,0.907242665,2.578961809,0.97396094
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14322951,0.744828729,2.420333109,0.914053827
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15186027,0.789710807,2.469114553,0.932476442
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14700204,0.764446814,2.442181054,0.922304839
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.18218148,0.947388567,2.611570888,0.986275961
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.18615955,0.96807551,2.627552969,0.992311694
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.19971271,1.038555281,2.678147845,1.011419163
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.19633344,1.020982244,2.66606111,1.006854532
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16132903,0.838950691,2.51805095,0.950957576
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.1543487,0.802651256,2.482416158,0.937499876
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17553362,0.912818057,2.583621765,0.975720802
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17836262,0.927529554,2.59571117,0.98028644
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14119488,0.734248152,2.408187968,0.909467139
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.18263724,0.949758631,2.613429371,0.986977829
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16534506,0.859835036,2.53747911,0.958294741
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14922535,0.776008574,2.454669141,0.927021042
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17419393,0.905851339,2.577792089,0.973519188
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.13821915,0.718773623,2.389959357,0.902582991
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16432753,0.854543629,2.532628295,0.956462801
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.13723977,0.713680606,2.383837723,0.900271118
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.2091056,1.087400622,2.710113221,1.023491085
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15225127,0.791744103,2.471226208,0.933273922
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.2007907,1.044161094,2.681935804,1.012849709
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.15509062,0.806509422,2.486319622,0.938974043
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.16178131,0.841302658,2.520277579,0.951798476
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.14988945,0.779462057,2.458345655,0.928409501
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.11365464,0.591032121,2.216606196,0.837115093
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.13764477,0.715786705,2.386376597,0.901229939
CRISPR-Sirius Comparison,CR1-PP7,CRISPR-Sirius,CR1,0.17201644,0.894527855,2.56816881,0.969884897
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.14546825,0.756470728,2.4334006,0.918988846
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.15210803,0.79099922,2.470453563,0.932982127
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.1263018,0.656800468,2.311141957,0.87281711
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.14890723,0.774354271,2.452899347,0.926352669
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.14008424,0.72847255,2.401449272,0.906922228
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.14769901,0.76807123,2.446125985,0.923794667
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.14366436,0.747090056,2.422895198,0.915021416
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.14635,0.761056045,2.43846511,0.92090149
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.17022803,0.885227683,2.560124268,0.966846826
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.18783705,0.976798924,2.634133124,0.99479673
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.172032,0.894608771,2.568238238,0.969911117
CRISPR-Sirius Comparison,XXYLT1-MS2,CRISPR-Sirius,XXYLT1,0.1923122,1.000070806,2.651237336,1.001256242
