Experiment,Condition,Labeling Protocol,Labeling Target,RMS,Normalized RMS,D,Normalized D
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.14919023,0.86895234,2.459699671,0.955053098
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.12873751,0.749826316,2.324698051,0.902634619
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20607455,1.200272715,2.742358496,1.064803971
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19781093,1.152141601,2.711158835,1.052689755
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17011835,0.990847312,2.581928216,1.002512043
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20473428,1.192466368,2.737518147,1.062924558
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16666439,0.970729864,2.563123849,0.995210676
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16056123,0.93518226,2.528517203,0.981773595
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17328501,1.009291392,2.598656641,1.009007361
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19006291,1.107013578,2.678887323,1.04015936
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16981128,0.989058795,2.580279859,1.001872018
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18773288,1.093442415,2.668596272,1.036163547
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22630034,1.318076995,2.805765689,1.089423739
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20120856,1.171930957,2.724381348,1.057823797
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18746136,1.091860958,2.667379245,1.035691
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18993989,1.106297054,2.678350811,1.039951043
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.15709183,0.914974883,2.508093034,0.973843291
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18223119,1.061398048,2.64320812,1.026305826
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18606709,1.08374009,2.661071063,1.033241657
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20070179,1.168979296,2.722444492,1.057071754
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20460108,1.19169055,2.737032514,1.062735997
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.2239426,1.304344435,2.799254411,1.086895538
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19560997,1.139322201,2.702293563,1.049247544
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.170681,0.994124443,2.584936568,1.003680127
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18245165,1.062682109,2.644254977,1.0267123
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22112806,1.287951263,2.7911918,1.083764984
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21698852,1.263840683,2.778742545,1.078931183
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19759507,1.150884334,2.710299859,1.052356232
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.2227775,1.297558358,2.795955547,1.085614654
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.2049789,1.193891147,2.738407841,1.063270009
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19696756,1.147229428,2.707789869,1.051381652
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21948233,1.278365777,2.786327903,1.081876429
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22027613,1.282989232,2.788687889,1.082792765
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21714704,1.264763976,2.779232517,1.07912143
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22999051,1.339570237,2.815525825,1.093213409
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21473199,1.250697617,2.77165121,1.076177757
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21139632,1.231269145,2.7607628,1.071950001
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18037337,1.050577252,2.634288577,1.022842543
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20489909,1.193426297,2.738117876,1.063157422
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20527829,1.195634932,2.739492928,1.063691327
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.13887934,0.808896987,2.39313308,0.929206598
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.15184538,0.884417152,2.476238288,0.961474718
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1980347,1.15344494,2.712046889,1.053034569
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19291484,1.123624527,2.691112591,1.044906192
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.2109216,1.228504158,2.759173172,1.07133278
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19718103,1.148472775,2.708645893,1.051714029
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1832888,1.067558054,2.648207666,1.028247052
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17338754,1.009888574,2.599189986,1.009214449
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19059108,1.110089883,2.681182131,1.041050389
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17403659,1.013668939,2.60255411,1.010520672
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16728853,0.974365142,2.566564406,0.996546577
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17500296,1.019297521,2.607524028,1.012450394
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16123866,0.939127923,2.532442946,0.983297884
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16860922,0.982057446,2.573783014,0.999349421
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19925366,1.160544723,2.716841692,1.054896297
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20065992,1.168735426,2.722283915,1.057009405
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.2025723,1.179874004,2.729532537,1.059823903
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17770275,1.035022336,2.621160683,1.017745239
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17865789,1.04058551,2.625897236,1.01958435
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17892088,1.042117284,2.62719332,1.020087594
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22739115,1.324430372,2.808704846,1.090564956
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18575397,1.081916335,2.659640875,1.032686342
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22043662,1.283923999,2.789161866,1.082976801
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21983552,1.280422917,2.787381166,1.08228539
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21614769,1.258943303,2.77612571,1.077915117
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.25609562,1.491618374,2.871257993,1.114853115
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21741882,1.266346948,2.780070085,1.079446641
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21809542,1.270287777,2.782141651,1.080250989
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18434562,1.073713459,2.65314679,1.030164817
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21060286,1.22664767,2.758100192,1.070916163
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18812023,1.095698519,2.67032604,1.036835182
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19176117,1.116905024,2.686216177,1.043005011
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19249538,1.1211814,2.689339996,1.044217928
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18317956,1.06692179,2.647693894,1.028047564
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1983721,1.155410113,2.713381284,1.053552688
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17311765,1.008316611,2.597784938,1.008668896
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16391873,0.954737881,2.547769145,0.989248746
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1711024,0.99657887,2.587179526,1.004551023
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17382422,1.012431998,2.601455673,1.010094171
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.14021337,0.816666989,2.401935768,0.932624508
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20734994,1.207701172,2.746887086,1.066562334
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21651717,1.261095324,2.777279324,1.078363043
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16382971,0.954219387,2.547265393,0.989053149
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22088663,1.286545064,2.790485236,1.083490639
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20695257,1.205386706,2.745484183,1.066017614
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19526671,1.137322897,2.700889489,1.04870237
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20702514,1.205809387,2.745740932,1.066117305
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20349236,1.185232856,2.732957885,1.061153898
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17765017,1.034716086,2.620898602,1.017643478
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21602613,1.258235282,2.77574489,1.077767252
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19932112,1.160937641,2.717104942,1.054998512
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21656577,1.261378393,2.777430632,1.078421793
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20733629,1.207621668,2.746839016,1.066543669
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16932519,0.986227584,2.577661118,1.000855212
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17971501,1.046742662,2.631085784,1.021598961
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18657888,1.086720989,2.663398004,1.034145162
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17530796,1.021073981,2.609082913,1.013055679
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18045992,1.051081359,2.634707994,1.023005394
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19527943,1.137396984,2.700941622,1.048722612
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16016819,0.932893015,2.52623007,0.980885546
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17245243,1.004442064,2.594306366,1.007318235
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.15703377,0.914636715,2.507746783,0.973708848
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19785531,1.152400091,2.711335156,1.052758217
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20006843,1.165290317,2.720006469,1.056125118
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.2197396,1.279864235,2.78709563,1.082174522
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17962387,1.046211821,2.630640678,1.021426135
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19017021,1.107638543,2.679354656,1.040340817
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20486516,1.193228673,2.737994512,1.063109522
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18928227,1.102466773,2.675469914,1.038832448
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21086372,1.228167038,2.758978668,1.071257257
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18836458,1.097121725,2.671413327,1.037257355
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1887026,1.099090509,2.672912457,1.037839437
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18223053,1.061394204,2.643204982,1.026304608
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22403564,1.304886343,2.799515509,1.086996917
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.14798334,0.861922859,2.452094672,0.952100226
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.15905999,0.92643835,2.519744346,0.978367266
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.14946662,0.870562162,2.461433731,0.9557264
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.2289951,1.333772513,2.812943923,1.092210907
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17738806,1.033189438,2.619590054,1.017135395
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20074943,1.169256773,2.722627095,1.057142655
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.22221357,1.294273771,2.794339264,1.084987083
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19283254,1.123145174,2.690765491,1.04477142
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19760925,1.150966924,2.710356356,1.052378168
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21215336,1.235678493,2.763277011,1.07292622
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1843446,1.073707518,2.65314205,1.030162976
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20357746,1.185728517,2.733272686,1.061276129
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1971492,1.148287382,2.708518395,1.051664524
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17877726,1.041280776,2.626485956,1.019812938
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1830278,1.06603787,2.64697914,1.027770039
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.2057707,1.198502953,2.741268487,1.064380742
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17697228,1.030767744,2.61750723,1.016326675
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21961702,1.279150273,2.786730178,1.082032624
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18714277,1.090005343,2.66594649,1.035134689
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17817903,1.03779641,2.623528317,1.018664545
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.17957641,1.045935392,2.630408728,1.021336074
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19479278,1.134562511,2.698941365,1.047945951
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16615096,0.967739412,2.560279646,0.994106328
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18845801,1.097665905,2.671828268,1.037418468
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.16435432,0.957274957,2.550228766,0.990203768
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.21005358,1.223448411,2.756240435,1.070194055
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.1728139,1.006547431,2.596199289,1.00805322
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.23181415,1.350191953,2.820160465,1.095012948
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.19654591,1.144773545,2.706092475,1.050722587
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20052525,1.167951046,2.721766868,1.056808646
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.20369318,1.186402524,2.733700207,1.061442127
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18109949,1.054806508,2.637795557,1.024204234
Individual 3D FISH Reagents,Live,No Protocol,No Label,0.18853723,1.098127318,2.672179755,1.037554944
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15980534,0.93077961,2.524112493,0.980063332
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16193156,0.943163691,2.536436873,0.984848647
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16778804,0.977274517,2.569304496,0.9976105
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.22900139,1.333809149,2.812960355,1.092217287
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15884987,0.925214515,2.518508503,0.977887413
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1827729,1.064553216,2.645775993,1.027302881
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16030636,0.933697781,2.527034881,0.981198038
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16769485,0.976731736,2.568794206,0.997412364
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15038206,0.875894105,2.467156696,0.957948514
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14144751,0.823855187,2.410032475,0.935768301
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17384718,1.012565728,2.601574536,1.010140323
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17027168,0.991740376,2.58274957,1.002830958
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.18750705,1.092127077,2.667584301,1.035770619
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.13525864,0.787808369,2.368992312,0.919833211
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14781074,0.860917557,2.451002726,0.951676245
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.18994012,1.106298393,2.678351815,1.039951433
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16272017,0.947756917,2.540955848,0.986603276
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1757507,1.023652702,2.61133751,1.013931094
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15764678,0.918207167,2.511395272,0.975125485
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1849592,1.07728723,2.655988438,1.031268173
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.28241488,1.644913818,2.908786752,1.129424796
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1623161,0.945403428,2.53864396,0.985705616
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16411012,0.955852624,2.548850945,0.989668788
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1864873,1.086187586,2.662982594,1.033983866
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15840068,0.922598226,2.515860055,0.976859073
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.21099596,1.228937265,2.759422836,1.071429719
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1793694,1.044729671,2.629395681,1.020942727
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17710099,1.03151741,2.618152925,1.016577386
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14622392,0.85167519,2.440914019,0.947758998
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14708647,0.856699077,2.446409008,0.949892595
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.2007281,1.169132538,2.722545351,1.057110916
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.22772291,1.326362695,2.809589691,1.090908524
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19636212,1.143703067,2.705349882,1.050434252
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1542348,0.89833423,2.490886025,0.967162147
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17053585,0.993279023,2.58416197,1.003379366
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15370947,0.895274467,2.487685313,0.965919373
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17165038,0.999770557,2.590083164,1.005678449
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19265416,1.122106207,2.690012015,1.04447886
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.12445311,0.724872005,2.295108943,0.891145749
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14197484,0.826926599,2.413477936,0.937106105
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17677903,1.029642167,2.616536195,1.015949641
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.20420983,1.18941173,2.735601244,1.062180263
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14129685,0.822977674,2.409046524,0.935385475
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17130078,0.997734326,2.588232409,1.004959837
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.13945828,0.812268999,2.396959593,0.930692357
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.11467916,0.667944036,2.226414837,0.864473176
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.121602975,0.708271511,2.275239427,0.883430806
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16807978,0.978973745,2.570899301,0.998229731
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16251196,0.946544207,2.539765509,0.986141091
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17754343,1.034094384,2.620366135,1.017436732
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.20696613,1.205465686,2.745532176,1.066036249
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.20281285,1.181275078,2.730431968,1.060173134
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14137301,0.823421265,2.409545018,0.935579031
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17960186,1.046083624,2.630533123,1.021384374
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.18094361,1.053898592,2.637044946,1.023912787
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17418689,1.014544355,2.603330145,1.010821991
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16843474,0.981041195,2.572834166,0.998981002
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.23092324,1.345002885,2.817911618,1.094139765
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.13960399,0.813117681,2.397921143,0.931065708
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17079602,0.994794372,2.585549642,1.003918171
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16899298,0.98429264,2.575864771,1.000157726
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19513057,1.136529955,2.700331011,1.048485524
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.2271216,1.32286039,2.807982816,1.090284606
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.21302761,1.240770526,2.76614888,1.07404131
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.2008837,1.170038823,2.723141163,1.057342258
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16452175,0.958250146,2.551171826,0.99056994
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14873639,0.866308968,2.456846151,0.953945132
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15372238,0.895349661,2.487764105,0.965949967
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.13987763,0.814711485,2.399725244,0.931766205
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17048374,0.992975511,2.583883632,1.003271292
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19780274,1.152093899,2.711126286,1.052677117
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1688185,0.983276389,2.574919166,0.999790566
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19763993,1.151145619,2.710478559,1.052425617
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15494056,0.9024449,2.495168266,0.968824857
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1648998,0.960452082,2.553296388,0.991394866
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.22207206,1.293449552,2.793931665,1.08482882
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.22933835,1.335771758,2.813838446,1.092558232
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19684987,1.146543947,2.707316973,1.051198035
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1819461,1.059737553,2.641850742,1.025778783
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1952363,1.137145775,2.700764819,1.048653963
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.18608184,1.083826,2.661138312,1.033267768
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16971396,0.988491959,2.579756483,1.001668801
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.20151496,1.173715571,2.72554643,1.058276176
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.18465851,1.075535874,2.654598248,1.03072839
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17116275,0.996930376,2.587500033,1.00467547
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16269077,0.947585678,2.540787889,0.986538061
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15318361,0.892211617,2.484470168,0.964670996
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19695348,1.147147419,2.707733329,1.051359698
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16150121,0.940657135,2.533958867,0.983886486
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1919308,1.117893027,2.686940287,1.043286168
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1740633,1.01382451,2.602692102,1.010574252
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17527074,1.020857195,2.608892928,1.012981911
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16172577,0.941965076,2.53525296,0.984388957
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16975991,0.988759593,2.580003654,1.001764773
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.156688,0.912622792,2.505681744,0.972907034
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1728993,1.00704484,2.59664556,1.008226498
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17075981,0.994583469,2.585356707,1.003843258
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15677203,0.913112221,2.506184064,0.973102075
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14254189,0.830229358,2.417173262,0.938540928
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16721359,0.973928657,2.566152285,0.996386558
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14914373,0.868681503,2.459407653,0.954939713
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15083908,0.878555999,2.470001901,0.959053251
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1407846,0.819994095,2.405689085,0.934081847
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15893778,0.925726543,2.519025791,0.978088266
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.110081956,0.641167811,2.19358141,0.851724601
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14742555,0.858674034,2.448561973,0.950728548
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1474315,0.85870869,2.448599715,0.950743203
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16534148,0.963024629,2.555770033,0.992355333
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16419682,0.956357604,2.549340441,0.989858849
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.17952862,1.045657041,2.63017505,1.021245341
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15458587,0.900379023,2.493018726,0.967990233
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14551818,0.847564636,2.436398768,0.946005815
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14649995,0.853282915,2.442675341,0.948442885
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.14104106,0.821487835,2.407370994,0.9347349
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16485636,0.960199068,2.553052606,0.99130021
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.13872696,0.808009455,2.392124331,0.92881492
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16173562,0.942022446,2.535309671,0.984410977
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19972758,1.16330505,2.71868642,1.055612569
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.16884692,0.98344192,2.57507329,0.99985041
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15614882,0.90948236,2.502451464,0.97165278
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15759479,0.917904353,2.511086467,0.975005582
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.1594972,0.928984862,2.522309608,0.979363307
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.15603748,0.908833865,2.501782883,0.971393183
Individual 3D FISH Reagents,PFA,No Protocol,No Label,0.19382216,1.128909175,2.694916883,1.046383324
